product_id,barcode,product_name,type,purchase_price,selling_price,selling_wcard
1,878,Dkjksadjka,,4.0,4.0,4.0
2,10000001,Bluz Taşlı 347,Bluz,20.0,35.99,40.0
3,10000002,Etek,Etek,4.0,14.0,16.0
4,10000003,Büstıyer,Bluz,10.0,15.0,17.0
5,10000003,Büstıyer,Bluz,10.0,20.0,25.0
6,10000004,Basic Bluz Taş Yıkama,Bluz,8.5,14.99,17.99
7,10000005,Basic Badi Taş Yıkama,Bluz,8.5,14.99,17.99
8,10000006,Omuz Pullu,Bluz,10.0,14.99,17.99
9,10000005,Basic Badi Taş Yıkama,Bluz,8.5,14.99,17.99
10,10000007,Kapşonlu H.,Hırka,10.0,19.99,22.99
11,10000008,Klasik H.,Hırka,10.0,19.99,22.99
12,10000009,Kürklü H.,Hırka,10.0,19.99,0.0
13,10000009,Kürklü H.,Hırka,10.0,19.99,24.99
14,10000010,V Yaka Basic,Bluz,4.5,9.99,12.99
15,10000011,U Yaka Basic,Bluz,4.99,9.99,12.99
16,10000012,Kolyeli Basic,Bluz,10.0,19.99,22.99
17,10000013,Prada Kumaş,Pantolon,35.0,64.99,69.99
18,10000014,Prada C.,Ceket,60.0,110.0,115.0
19,10000015,Nakıslı C.,Ceket,48.0,99.0,105.0
20,10000016,Nakışlı P.,Pantolon,32.0,69.99,75.0
21,10000017,Bl 1649,Gömlek,25.0,45.0,49.99
22,10000018,Bl 1952,Gömlek,25.0,45.0,49.99
23,10000019,Bl 1714,Gömlek,26.0,50.0,55.0
24,10000020,Bl 1946,Gömlek,25.0,50.0,55.0
25,10000021,C334,Ceket,50.0,99.99,104.99
26,10000022,C241,Mont,30.0,79.99,84.99
27,10000023,Kürklü M.,Mont,35.0,69.99,74.99
28,10000024,Taşlı M,Mont,40.0,79.99,84.99
29,10000025,Gömlek,Gömlek,17.0,34.99,39.99
30,10000026,Kaz Ayağı P.,Pantolon,25.0,45.0,50.0
31,10000027,Balık Sırtı P.,Pantolon,25.0,45.0,50.0
32,10000028,4523  Kabartmalı Sweat,Sweat,20.0,35.0,40.0
33,10000029,4561 Badi Opücük Yaka,Bluz,10.0,19.99,24.99
34,10000030,Sweat,Sweat,20.0,35.0,40.0
35,10000031,Yırtık,Bluz,16.0,29.99,34.99
36,10000032,Kol Tül,Bluz,16.0,29.99,34.99
37,10000033,Sırt Tül B,Bluz,20.0,35.0,40.0
38,10000034,Kolyeli B,Bluz,20.0,35.0,40.0
39,10000035,Kol Zin.B,,20.0,35.0,40.0
40,10000036,Kamuflaj B,Bluz,20.0,35.0,40.0
41,10000037,P. Payet,Pantolon,30.0,59.99,64.99
42,10000038,Derili H.,Hırka,28.0,44.99,49.99
43,10000039,Bl 1271,Bluz,22.5,39.99,44.99
44,10000039,Bl 1271,Bluz,22.5,39.99,44.99
45,10000040,Deri Y.,Yelek,38.0,69.99,74.99
46,10000041,Kumaş P.,Pantolon,25.0,49.99,54.99
47,10000042,Süet Y.,Yelek,20.0,45.0,50.0
48,10000043,Tayt,Tayt,12.0,24.99,29.99
49,10000044,Etek,Etek,13.5,29.99,34.99
50,10000045,Tav.Tüy K.,Kazak,15.0,29.99,34.99
51,10000046,Büyük Bed. P.,Pantolon,27.0,49.99,54.99
52,10000047,Büyük Beden Kumaş,Pantolon,28.0,55.0,60.0
53,10000048,Büyük Bed. Bl,Bluz,20.0,39.99,44.99
54,10000049,Sweat,Sweat,10.0,19.99,24.99
55,10000050,Omuz Yır. E,Elbise,22.0,39.99,44.99
56,10000051,Kumaş Yel,Yelek,30.0,59.99,64.99
57,10000051,Kumaş Yel,Yelek,30.0,59.99,64.99
58,10000051,Kumaş Yel,Yelek,30.0,59.99,64.99
59,10000051,Kumaş Yel,Yelek,30.0,59.99,64.99
60,10000052,Basic Deri Bl,Bluz,12.0,24.99,29.99
61,10000053,Payetli El,Elbise,48.0,99.99,104.99
62,10000053,Payetli El,Elbise,48.0,99.99,104.99
63,10000053,Payetli El,Elbise,48.0,99.99,104.99
64,10000053,Payetli El,Elbise,48.0,99.99,104.99
65,10000052,Basic Deri Bl,Bluz,12.0,24.99,29.99
66,10000054,Mavi Etek,Etek,20.0,39.99,44.99
67,10000055,Mavi Ceket ,Ceket,40.0,79.99,84.99
68,10000056,Bordo Etek,Etek,20.0,39.99,44.99
69,10000057,Siyah El,Elbise,25.0,49.99,54.99
70,10000058,Siyah El,Elbise,25.0,55.0,60.0
71,10000059,Püsküllü Ceket,Ceket,25.0,39.99,44.99
72,10000060,Kısa Bluz,Bluz,20.0,34.99,39.99
73,10000061,Kırmızı El.,Elbise,27.5,59.99,64.99
74,10000061,Kırmızı El.,Elbise,27.5,59.99,64.99
75,10000062,Leoparlı El,Elbise,20.0,49.99,54.99
76,10000063,Mavi Pant,Pantolon,20.0,44.99,49.99
77,10000063,Mavi Pant,Pantolon,20.0,44.99,49.99
78,10000063,Mavi Pant,Pantolon,20.0,44.99,49.99
79,10000064,Fermuarlı Kaban,Kaban,65.0,119.99,124.99
80,10000065,Deri Etek Valonlu,Etek,10.0,29.99,34.99
81,10000066,Bordo Triko,Kazak,25.0,49.99,54.99
82,10000067,Triko Laci,Kazak,22.0,44.99,49.99
83,10000068,Triko Siyah,Kazak,23.0,44.99,49.99
84,10000069,Tunik Taş,Kazak,25.0,49.99,54.99
85,10000070,Triko Ekru,Kazak,23.0,44.99,54.99
86,10000071,Hırka,Hırka,36.0,69.99,74.99
87,10000072,Triko Muhtelif,Kazak,30.0,59.99,64.99
88,10000073,Etek,Etek,13.0,29.99,34.99
89,10000074,Tunik,Kazak,25.0,49.99,54.99
90,10000075,Hırka,Hırka,20.0,39.99,44.99
91,10000076,Kısa Mont,Mont,18.0,39.99,44.99
92,10000077,Uzun Kurklu Kaban,Mont,28.0,59.99,64.99
93,10000078,Elbise,Elbise,18.0,39.99,44.99
94,10000079,Kısa Kazak,Kazak,12.0,24.99,29.99
95,10000080,Yarasa V Yaka ,Bluz,7.0,14.99,19.99
96,10000081,Çiçekli Kadife El.,Elbise,15.0,29.99,34.99
97,10000081,Çiçekli Kadife El.,Elbise,15.0,29.99,34.99
98,10000082,Çiçekli Et,Etek,11.0,24.99,29.99
99,10000083,24106 Bluz,Bluz,23.98,44.99,49.99
100,10000084,24106 Ekru Bluz,Bluz,23.95,44.99,49.99
101,10000084,24106 Ekru Bluz,Bluz,23.95,44.99,49.99
102,10000084,24106 Ekru Bluz,Bluz,23.95,44.99,49.99
103,10000085,Bordo Pant,Pantolon,23.98,49.99,54.99
104,10000086,44165 Kemerli şalvar Pant,Pantolon,27.98,55.0,60.0
105,10000086,44165 Kemerli şalvar Pant,Pantolon,27.98,55.0,60.0
106,10000085,Bordo Pant,Pantolon,23.98,49.99,54.99
107,10000079,Kısa Kazak,Kazak,12.0,24.99,29.99
108,10000087,Bordo Yelek,Yelek,27.98,59.99,64.99
109,10000088,85118 Laci Cek.,Ceket,39.98,79.99,84.99
110,10000089,Hakı Pant,Pantolon,25.0,54.99,59.99
111,10000090,3411 Siyah Cek,Ceket,40.0,89.99,94.99
112,10000091,3373 Haki Cek,Ceket,35.0,74.99,79.99
113,10000092,00314 Siyah Yelek,Yelek,35.0,69.99,74.99
114,10000093,3408 Siyah Ceket,Ceket,45.0,89.99,94.99
115,10000094,Duz Badi 19327-29,Body,4.5,9.99,14.99
116,10000089,Hakı Pant,Pantolon,25.0,54.99,59.99
117,10000095,Shanel Des.99015,Kazak,17.0,29.99,34.99
118,10000096,3845 Etek,Etek,15.0,29.99,34.99
119,10000097,1711 Pant ,Pantolon,18.0,44.99,49.99
120,10000098,20583 Gömlek,Gömlek,15.0,29.99,34.99
121,10000099,20566 Kısa Gömlek Mavi,Gömlek,15.0,29.99,34.99
122,10000100,20574 Hardal Gömlek ,Gömlek,23.0,44.99,49.99
123,10000101,30304 Nakışlı Klasik,Gömlek,16.0,34.99,39.99
124,10000102,30304 Nakışlı Klasik ,Gömlek,16.0,34.99,39.99
125,10000103,Kadife Elbise,Elbise,10.0,29.99,34.99
126,10000104,30922 Nakışlı Bl,Bluz,38.0,69.99,74.99
127,10000105,30752 Deri Bordo Bl,Bluz,11.0,34.99,39.99
128,10000106,30804 Haki Valonlu Bl,Bluz,34.0,69.99,74.99
129,10000107,40463 Haki Elbise ,Elbise,22.0,49.99,54.99
130,10000108,Beyaz Kürk,Mont,50.0,109.99,114.99
131,10000109,Beyaz Kürk,Mont,50.0,109.99,114.99
132,10000110,Puskullü Büs,Büstiyer,16.0,29.99,34.99
133,10000111,Uzun Kırmızı ,Kazak,19.0,44.99,49.99
134,10000112,Berchca Etek,Etek,8.0,19.99,24.99
135,10000113,Mavi El.,Elbise,24.0,49.99,54.99
136,10000114,Yanlar Açık Büs,Büstiyer,14.0,29.99,34.99
137,10000115,Etek 3051,Etek,8.0,19.99,24.99
138,10000116,1402233 Orgü Etek,Etek,13.0,29.99,34.99
139,10000117,4572 Degaje El,Elbise,20.0,34.99,39.99
140,10000118,3014 Degaf-je Yaka Çiçekli,Kazak,20.0,34.99,39.99
141,10000119,3027 Zebra Desen,Kazak,20.0,39.99,44.99
142,10000120,4509 Duz Kazak,Kazak,13.0,29.99,34.99
143,10000121,4576 Metal Apoletli Tunik,Kazak,25.0,49.99,54.99
144,10000122,Ekoseli Panço,Hırka,30.0,59.99,64.99
145,10000123,Jakar Etek,Etek,16.0,34.99,39.99
146,10000124,Jakar Kısa Bl,Bluz,16.0,34.99,39.99
147,10000125,Büstiyer,Büstiyer,11.0,29.99,34.99
148,10000126,Etek Siyah,Etek,11.0,29.99,34.99
149,10000127,Büstiyer Deri,Büstiyer,16.0,34.99,39.99
150,10000128,Deri El,Elbise,25.0,49.99,54.99
151,10000129,Kırmızı Etek,Etek,20.0,39.99,44.99
152,10000129,Kırmızı Etek,Etek,20.0,39.99,44.99
153,10000130,2008 Duz Balıkçı ,Kazak,11.0,29.99,34.99
154,10000131,2088 Fitilli Balıkçı,Kazak,11.0,29.99,34.99
155,10000132,2093 Düğmeli Balıkçı,Kazak,12.0,29.99,34.99
156,10000133,Siyah Kumaş,Pantolon,23.0,49.99,54.99
157,10000134,Hardal Kaban,Mont,65.0,119.99,124.99
158,10000135,Payetli Ceket,Ceket,45.0,89.99,94.99
159,10000136,Siyah Elbise,Elbise,35.0,69.9,74.99
160,10000137,Etek ,Etek,16.0,29.99,34.99
161,10000138,Deri Kalem Etek ,Etek,14.0,34.99,39.99
162,10000139,Bordo Derili Kazak,Kazak,22.0,44.99,49.99
163,10000140,Boncuklu Sweat,Sweat,26.0,55.0,60.0
164,10000141,Önü Taşlı Kazak,Kazak,26.0,55.0,60.0
165,10000142,Etek Siyah Valonlu ,Etek,10.0,29.99,34.99
166,10000143,Yelek Ve şal,Yelek,10.0,19.99,24.99
167,10000144,Aslanlı Triko Siyah,Kazak,17.0,34.99,39.99
168,10000145,şal,şal,5.0,9.99,14.99
169,10000146,8237 Ceket Saks,Ceket,30.0,59.99,64.99
170,10000147,Kaban Büyük Beden ,Mont,65.0,129.99,134.99
171,10000148,şişme Yelek Beyaz,Yelek,20.0,39.99,44.99
172,10000149,Basic Lazer ,Body,8.5,14.99,19.99
173,10000150,Kısa Triko,Kazak,10.0,29.99,34.99
174,10000151,Boğazlı Uz.Triko Siyah,Kazak,13.0,34.99,39.99
175,10000152,Derili Kadife El,Elbise,13.0,34.99,39.99
176,10000153,Kase Etek,Etek,10.0,24.99,29.99
177,10000154,Kadife Etek ,Etek,10.0,24.99,29.99
178,10000155,Kurk Deri Mont,Mont,15.0,29.99,34.99
179,10000156,Kısa Trıko Omuz Yırtık,Kazak,12.0,29.99,34.99
180,10000157,Triko Elbise,Elbise,15.0,29.99,34.99
181,10000158,Zincirli Hırka,Hırka,13.0,34.99,39.99
182,10000159,Melekli Kazak,Kazak,13.0,24.99,29.99
183,10000160,Tiftik Kazak,Kazak,16.0,39.99,44.99
184,10000161,Boyunluk,şal,2.5,4.99,9.99
185,10000162,Kot ,Pantolon,35.0,69.99,74.99
186,10000163,Kemerli Kot,Pantolon,35.0,69.99,74.99
187,10000164,Derili Balık Sırtı Tayt,Tayt,15.0,29.99,34.99
188,10000165,103 Balık Sırtı,Tayt,10.0,19.99,24.99
189,10000165,103 Balık Sırtı,Tayt,10.0,19.99,24.99
190,10000166,Micro Tayt,Tayt,6.5,14.99,19.99
191,10000167,Kot Tayt,Tayt,13.0,25.99,29.99
192,10000168,Çelikli Tayt,Tayt,15.0,29.99,34.99
193,10000169,Taşlı Kot,Pantolon,33.0,69.99,74.99
194,10000170,Siyah Yüksek Bel ,Pantolon,19.0,39.99,44.99
195,10000171,Yüksek Bel Kot,Kot,20.0,44.99,49.99
196,10000172,Bilek Pantolon,Kot,15.0,29.99,34.99
197,10000173,Deri Görünümlü Pant,Pantolon,30.0,69.99,74.99
198,10000174,Yanı Ve Kenarı Derili Pant,Pantolon,32.0,64.99,69.99
199,10000172,Bilek Pantolon,Kot,15.0,29.99,34.99
200,10000165,103 Balık Sırtı,Tayt,10.0,19.99,24.99
201,10000165,103 Balık Sırtı,Tayt,10.0,19.99,24.99
202,10000175,Saks Mavi Rugan Canta,Canta,55.0,109.99,115.0
203,10000176,Kutu Canta,Canta,50.0,99.9,105.0
204,10000177,Cekmeceli Canta,,55.0,110.0,115.0
205,10000178,Burclu Canta,Canta,55.0,110.0,115.0
206,10000179,Heybe,Canta,45.0,90.0,95.0
207,10000180,Silindir Taslı,Canta,45.0,90.0,95.0
208,10000181,Püsküllü C,Canta,45.0,90.0,95.0
209,10000182,1440 Canta,Canta,50.0,100.0,105.0
210,10000184,Eklem Yüzük,Yüzük,1.25,3.0,3.5
211,10000185,Eklem Yüzüğü,Yüzük,1.5,3.0,3.5
212,10000186,Kolye,Kolye,5.0,19.99,24.99
213,10000187,Ekelm Yüzüğü,Yüzük,1.5,3.0,3.5
214,10000188,Kolye,Kolye,10.0,19.99,24.99
215,10000189,Bileklik,Bileklik,4.5,12.99,14.99
216,10000190,Kolye,Kolye,12.5,24.99,29.99
217,10000191,Kolye,Kolye,12.5,24.99,29.99
218,10000192,Kolye,Kolye,7.5,14.99,19.99
219,10000193,Kolye,Kolye,7.5,19.99,24.99
220,10000194,Kolye,Kolye,10.0,19.99,24.99
221,10000195,Kolye,Kolye,12.5,24.99,29.99
222,10000196,şahmaran,Bileklik,5.0,9.99,14.99
223,10000196,şahmaran,Bileklik,5.0,9.99,14.99
224,10000197,"Bikelik""",Bileklik,3.5,9.99,14.99
225,10000198,Bileklik,Bileklik,3.5,9.99,14.99
226,10000199,Kolye,Kolye,20.0,34.99,39.99
227,10000200,Kolye,Kolye,7.5,19.99,24.99
228,10000201,Bileklik,Bileklik,7.5,14.99,19.99
229,10000202,Kolye,Kolye,15.0,29.99,34.99
230,10000203,Kolye,Kolye,12.5,24.99,29.99
231,10000204,Bileklik,Bileklik,12.0,19.99,24.99
232,10000205,Bileklik,Bileklik,3.0,14.99,19.99
233,10000206,Kolye,Kolye,5.0,19.99,24.99
234,10000207,Bileklik,Bluz,10.0,19.99,24.99
235,10000208,Kolye,Kolye,10.0,19.99,24.99
236,10000209,Kolye,Kolye,7.5,19.99,24.99
237,10000210,Kolye,Kolye,5.0,19.99,24.99
238,10000211,Kolye,Kolye,5.0,14.99,19.99
239,10000212,Kolye,Kolye,5.0,14.99,19.99
240,10000213,Kolye,Kolye,12.5,24.99,29.99
241,10000214,Kolye,Kolye,5.0,14.99,19.99
242,10000215,Kolye,Kolye,6.0,19.99,24.99
243,10000216,Kolye,Kolye,9.0,24.99,29.99
244,10000217,Kolye,Kolye,3.5,9.99,14.99
245,10000217,Kolye,Kolye,3.5,9.99,14.99
246,10000218,Bileklik,Bileklik,8.5,16.99,19.99
247,10000132,2093 Düğmeli Balıkçı,Kazak,12.0,29.99,34.99
248,10000219,Kolye,Kolye,7.5,24.99,26.99
249,10000220,Kolye,Kot,7.5,24.99,29.99
250,10000221,Kolye,Kolye,7.5,19.99,24.99
251,10000222,Bileklik,Bileklik,10.0,19.99,24.99
252,10000223,Kolye,Kolye,10.0,19.99,24.99
253,10000224,Kolye,Kolye,3.0,14.99,16.99
254,10000225,Kolye,Kolye,2.5,9.99,12.99
255,10000226,Kolye,Kolye,7.5,19.99,24.99
256,10000227,Kolye,Kolye,4.0,19.99,24.99
257,10000228,Kolye,Kolye,6.0,19.99,24.99
258,10000229,Bileklik,Bileklik,12.5,24.99,29.99
259,10000230,Kolye,Kolye,4.0,9.99,14.99
260,10000231,Kupe,Kupe,1.5,5.0,6.99
261,10000232,Kupe,Kupe,3.5,7.99,8.99
262,10000233,Küpe,Kupe,2.5,5.0,5.99
263,10000234,Kupe,Kupe,3.5,7.0,7.99
264,10000235,Kupe,Kupe,3.0,5.99,6.99
265,10000236,Kupe,Kupe,2.5,4.99,5.99
266,10000237,Kupe,Kupe,3.5,6.99,7.99
267,10000238,1049 Çanta,Canta,35.0,69.99,74.99
268,10000239,1057 Çanta,Canta,55.0,119.9,124.99
269,10000240,8008 Çanta,Canta,20.0,49.99,54.99
270,10000241,1082 ÇANTA,Canta,80.0,129.99,134.99
271,10000242,1080 Çanta,Canta,45.0,89.99,94.99
272,10000243,Abiye Çanta,Canta,20.0,39.99,44.99
273,10000244,Abiye Çanta ,Canta,22.0,44.99,49.99
274,10000005,Basic Badi Taş Yıkama,Bluz,8.5,14.99,17.99
275,10000080,Yarasa V Yaka ,Bluz,7.0,14.99,19.99
276,10000245,Sırtı V Görünümlü,Bluz,10.0,19.99,24.99
277,10000246,Taş Yıkama Body,Bluz,13.0,24.99,29.99
278,10000247,Kahve Bluz,Bluz,16.0,29.99,34.99
279,10000248,Kamuflaj El.,Elbise,20.0,39.99,44.99
280,10000249,Haki El,Elbise,18.0,39.99,44.99
281,10000172,Bilek Pantolon,Kot,15.0,29.99,34.99
282,10000173,Deri Görünümlü Pant,Pantolon,30.0,69.99,74.99
283,10000173,Deri Görünümlü Pant,Pantolon,30.0,69.99,74.99
284,10000005,Basic Badi Taş Yıkama,Bluz,8.5,14.99,17.99
285,10000250,Spor C.,Ceket,45.0,90.0,95.0
286,10000251,Kısa Kazak S,Kazak,8.0,19.99,22.0
287,10000047,Büyük Beden Kumaş,Pantolon,28.0,55.0,60.0
288,10000077,Uzun Kurklu Kaban,Mont,28.0,59.99,64.99
289,10000076,Kısa Mont,Mont,18.0,39.99,44.99
290,10000252,Renkli Kolye,Kolye,7.5,19.99,24.99
291,10000253,Kolye,Kolye,5.0,19.99,22.99
292,10000254,Kolye,Kolye,5.0,16.99,24.99
293,10000255,Kolye,Kolye,3.0,12.99,14.99
294,10000256,Kolye,Kolye,15.0,24.99,29.99
295,10000257,Kolye,Kolye,5.0,16.99,19.99
296,10000226,Kolye,Kolye,7.5,19.99,24.99
297,10000258,Kolye,Kolye,8.0,17.99,19.99
298,10000259,Kolye,Kolye,8.5,17.99,19.99
299,10000260,Kolye,Kolye,7.5,19.99,24.99
300,10000261,Kolye,Kolye,10.0,19.99,22.99
301,10000262,Küpe,Kupe,3.5,6.99,11.99
302,10000052,Basic Deri Bl,Bluz,12.0,24.99,29.99
303,10000263,Kaz Ayğı Bl,Bluz,15.0,29.99,32.99
304,10000264,Çiçekli Bl,Bluz,24.0,39.99,44.99
305,10000265,Derili Bl,Bluz,15.0,29.99,34.99
306,10000266,Keçe Hrk,Hırka,15.0,24.99,29.99
307,10000267,Tüllü Bl,Bluz,10.0,19.0,24.99
308,10000268,Boğazlı Kollar Derli Bl,Bluz,16.0,34.99,36.99
309,10000269,Yaka Dantel Bl,Bluz,16.0,34.99,39.99
310,10000270,Etek Kaşe,Etek,10.0,24.99,29.99
311,10000271,Kareli Bl,Bluz,11.0,26.99,29.99
312,10000006,Omuz Pullu,Bluz,10.0,14.99,17.99
313,10000079,Kısa Kazak,Kazak,12.0,24.99,29.99
314,10000273,Tüylü Kazak,Kazak,15.0,29.99,34.99
315,10000274,Etek,Etek,22.0,39.99,44.99
316,10000275,Kazak ,Kazak,10.0,19.99,24.99
317,10000276,Deri,Etek,10.0,24.99,29.99
318,10000277,Kabarık Et,Etek,10.0,24.99,29.99
319,10000278,Fermuarlı Bl,Bluz,15.0,24.99,29.99
320,10000278,Fermuarlı Bl,Bluz,15.0,24.99,29.99
321,10000278,Fermuarlı Bl,Bluz,15.0,24.99,29.99
322,10000120,4509 Duz Kazak,Kazak,13.0,29.99,34.99
323,10000280,Tüllü Bl,Bluz,14.0,29.99,34.99
324,10000281,Kareli Kısa Göm,Gömlek,15.0,29.99,34.99
325,10000282,Kaşe Etek,Etek,16.0,29.99,34.99
326,10000161,Boyunluk,şal,2.5,4.99,9.99
327,10000145,şal,şal,5.0,9.99,14.99
328,10000283,Kazak,Kazak,15.0,29.99,34.99
329,10000284,Kazak,Kazak,18.0,34.99,39.99
330,10000285,Kot,Kot,17.5,39.99,44.99
331,10000286,Dizi Yırtık Kot,Kot,23.0,49.99,54.99
332,10000287,Kot Dizi Yırtık,Kot,23.0,49.99,0.0
333,10000288,Yüksek Bel ,Kot,21.0,44.99,49.99
334,10000271,Kareli Bl,Bluz,11.0,19.99,22.99
335,10000187,Ekelm Yüzüğü,Yüzük,1.5,3.0,3.5
336,10000289,Kulaklık,,3.5,10.0,12.0
337,10000166,Micro Tayt,Tayt,6.5,14.99,19.99
338,10000165,103 Balık Sırtı,Tayt,10.0,19.99,24.99
339,10000290,Yanı Derili T.,Tayt,11.0,24.9,0.0
340,10000291,Yanı Kapıtoneli T.,Tayt,11.0,24.99,29.99
341,10000292,Valonlu Etek,Etek,10.0,24.99,29.99
342,10000293,Elbise,Elbise,10.0,29.99,34.99
343,10000294,Elbise 15174,Elbise,10.0,29.99,34.99
344,10000295,Etek 15282,Etek,5.0,19.99,24.99
345,10000296,15289 Etek,Etek,5.0,19.99,24.99
346,10000297,0013 Etek,Etek,13.5,24.99,29.99
347,10000298,0014 Etek,Etek,13.5,24.99,29.99
348,10000299,0015 Etek,Etek,13.5,24.99,29.99
349,10000300,15450 Mont,Mont,35.0,69.99,74.99
350,10000301,15245 Panço,Panço,10.0,29.99,34.99
351,10000302,14874 Pant,Pantolon,10.0,49.99,54.99
352,10000303,15297 Tayt,Tayt,10.0,29.99,34.99
353,10000304,15272 Bluz,Bluz,5.0,14.99,19.99
354,10000305,12003Etek,Etek,5.0,19.99,24.99
355,10000306,15247 Etek,Etek,5.0,19.99,24.99
356,10000307,15252 Gömlek,Gömlek,10.0,24.99,29.99
357,10000308,4448 Siyah Bluz,Bluz,26.0,49.99,54.99
358,10000309,4603 Tüllü Bl,Bluz,13.0,29.99,34.99
359,10000310,Gömlek,Gömlek,20.0,39.99,44.99
360,10000311,Elbise,Elbise,20.0,39.99,44.99
361,10000312,Elbise,Elbise,22.0,44.99,49.99
362,10000313,Trençkot,Mont,35.0,59.99,64.99
363,10000314,Basic Body,Body,7.5,14.99,19.99
364,10000315,4127 Ceket ,Ceket,27.0,49.99,54.99
365,10000316,Etek ,Etek,19.0,29.99,34.99
366,10000317,Keçe Mont,Mont,33.0,59.99,64.99
367,10000318,Kısa Kazak,Kazak,10.0,19.99,24.99
368,10000318,mont,Mont,28.0,59.99,64.99
369,10000319,Kısa Gömlk,Gömlek,12.0,24.99,29.99
370,10000320,Kısa Gmlk,Gömlek,11.0,24.99,29.99
371,10000321,Gmlk,Gömlek,17.0,34.99,39.99
372,10000321,Gmlk,Gömlek,17.0,34.99,39.99
373,10000322,Esfmn,Eşofman,40.0,89.99,94.99
374,10000323,Kazak,Kazak,15.0,34.99,39.99
375,10000324,Püs. Büs,Büstiyer,20.0,39.99,44.99
376,10000325,Etek,Etek,26.0,49.99,54.99
377,10000326,Pant.,Pantolon,23.0,49.99,54.99
378,10000327,5908,Büstiyer,18.0,34.99,39.99
379,10000328,4585 Kazak,Kazak,15.0,29.99,34.99
380,10000329,3002 Hırka,Hırka,10.0,19.99,24.99
381,10000330,Panço Hırk,Panço,10.0,19.99,24.99
382,10000331,Boğ. Kazak,Kazak,10.0,29.99,34.99
383,10000332,Kazak,Kazak,10.0,29.99,34.99
384,10000333,3012 Panço,Panço,10.0,19.99,24.99
385,10000335,şifon Bl,Bluz,10.0,24.99,29.99
386,10000336,Kaşe Etek,Etek,10.0,24.99,29.99
387,10000337,Triko Et,Etek,15.0,29.99,34.99
388,10000338,Kaban,Kaban,50.0,109.99,114.99
389,10000339,Yüksek Bel Pant,Pantolon,21.0,44.99,49.99
390,10000340,Sweat,Sweat,10.0,29.99,34.99
391,10000341,Sweat,Sweat,6.5,24.99,29.99
392,10000342,Kısa Kazak,Kazak,10.0,24.99,29.99
393,10000343,1287 Kazak,Kazak,13.0,29.99,34.99
394,10000344,5333 Kazak,Kazak,22.0,44.99,49.99
395,10000345,5341 Kazak ,Kazak,21.0,44.99,49.0
396,10000028,4523  Kabartmalı Sweat,Sweat,20.0,35.0,40.0
397,10000280,Tüllü Bl,Bluz,14.0,29.99,34.99
398,10000300,15450 Mont,Mont,35.0,69.99,74.99
399,10000298,0014 Etek,Etek,13.5,24.99,29.99
400,10000300,15450 Mont,Mont,35.0,79.99,84.99
401,10000300,15450 Mont,Mont,35.0,79.99,84.99
402,10000063,Mavi Pant,Pantolon,20.0,44.99,49.99
403,10000340,Sweat,Sweat,10.0,19.99,24.99
404,10000322,Esfmn,Eşofman,40.0,89.99,94.99
405,10000346,1595,Bluz,9.0,19.9,24.9
406,10000282,Kaşe Etek,Etek,16.0,29.99,34.99
407,10000347,1311,Gömlek,13.5,29.9,34.9
408,10000348,Gömlekli Triko,Gömlek,12.5,24.9,29.9
409,10000350,Eşofman,Eşofman,40.0,89.9,94.9
410,10000351,Peluş Ceket,Ceket,0.0,54.9,59.9
411,10000351,Peluş Ceket,Ceket,0.0,54.9,59.9
412,10000354,Kısa Kazak,Kazak,9.0,19.9,24.9
413,10000355,V Yaka Kazak,Kazak,13.0,24.9,29.9
414,10000356,Yaka Taşlı,Kazak,21.0,44.9,49.9
415,10000357,Çapraz Kollu Triko,Kazak,16.0,29.9,34.9
416,10000358,Yaka Açık Triko,Kazak,12.0,24.9,34.9
417,10000359,Yaka Taşlı Triko,Kazak,21.0,44.9,49.9
418,10000360,Derili K.Ceket,Ceket,15.0,44.9,49.9
419,10000362,Yıldızlı Leopar Ck,Ceket,15.0,49.9,0.0
420,10000363,ZıG ZAG DESEN CK.,Ceket,29.0,59.9,64.9
421,10000364,DERı AKS. ETEK,Etek,18.0,34.9,0.0
422,10000365,Valonlu Etek,Etek,10.0,24.9,29.9
423,10000366,KISA TRıKO,Kazak,10.0,19.9,24.9
424,10000367,ARMUT YAKA DALGIÇ,Body,9.0,19.9,24.9
425,10000368,YELEK,Yelek,6.5,12.9,14.9
426,10000369,KOLU şEFFAF BADı,Body,10.0,19.9,0.0
427,10000369,KOLU şEFFAF BADı,Body,10.0,19.9,24.9
428,10000370,A.ÇAPRAZ BODY,Body,15.0,29.9,34.9
429,10000371,KOT GÖMLEK TRıKOLU,Gömlek,20.0,44.9,49.9
430,10000372,KOT GÖMLEK,Gömlek,22.0,44.9,49.9
431,10000373,ELBıSE,Elbise,22.0,44.9,49.9
432,10000374,ÇıÇEKLı ELBıSE,Elbise,22.0,44.9,49.9
433,10000375,KISA GÖMLEK,Gömlek,18.0,34.99,39.99
434,10000376,ÇıFT TARAFLI TRıKO,Kazak,12.0,24.9,29.9
435,10000377,TışÖRT,TışÖRT,10.0,19.9,24.9
436,10000378,BÜSTıYER,Büstiyer,17.0,34.9,39.9
437,10000379,KISA TRıKO,Kazak,10.0,19.9,24.9
438,10000380,DESENLı GÖMLEK,Gömlek,23.0,44.9,49.9
439,10000381,ÇıZGıLı KAZAK,Kazak,14.0,29.9,34.9
440,10000382,HIRKA,Hırka,20.0,39.9,44.9
